,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
0,frozenset({'low_min_gpu_util'}),frozenset({'freq_user'}),0.6352599654155953,0.869134762702601,0.5509851179543235,0.8673380158528673,0.9979327177707785,-0.001141401341622439,0.9864562040038463
1,frozenset({'short_queue'}),frozenset({'freq_user'}),0.4177724417844119,0.869134762702601,0.35173952388205465,0.8419404649566784,0.9687110688550057,-0.011361028171926413,0.8279490209909253
2,"frozenset({'short_queue', 'low_min_gpu_util'})",frozenset({'freq_user'}),0.24528048310650383,0.869134762702601,0.20361792296458234,0.8301431911163063,0.9551374847036963,-0.009563871515768207,0.7704444594093752
3,"frozenset({'short_queue', 'top_vc'})",frozenset({'freq_user'}),0.1558269346211395,0.869134762702601,0.14415245809104837,0.9250804967801287,1.0643694585446826,0.008717852246430569,1.7467445948398774
4,"frozenset({'short_queue', 'low_min_gpu_util', 'top_vc'})",frozenset({'freq_user'}),0.09142468036304666,0.869134762702601,0.08457051724292408,0.9250294002352019,1.064310668415557,0.005110149370426378,1.7455540933106648
5,frozenset({'24GB_GPU'}),frozenset({'freq_user'}),0.3418659451129369,0.869134762702601,0.29715709025096093,0.8692210923576895,1.0000993282731208,2.951316912808144e-05,1.0006601191021154
6,"frozenset({'low_min_gpu_util', '24GB_GPU'})",frozenset({'freq_user'}),0.19912015840732544,0.869134762702601,0.17348648430710234,0.8712652987760979,1.0024513299489621,0.00042423268044722295,1.0165498195377123
7,"frozenset({'short_queue', '24GB_GPU'})",frozenset({'freq_user'}),0.15114101656646747,0.869134762702601,0.12940480776984348,0.8561859031359298,0.9851014363682723,-0.001957103798283122,0.9099611244723095
8,"frozenset({'24GB_GPU', 'top_vc'})",frozenset({'freq_user'}),0.14986874053632707,0.869134762702601,0.1379613120570553,0.9205476176242003,1.059154065776554,0.007705179814476992,1.6470901612291882
9,"frozenset({'low_min_gpu_util', '24GB_GPU', 'top_vc'})",frozenset({'freq_user'}),0.09801901246292928,0.869134762702601,0.09111109120068811,0.9295246800731262,1.0694828005529784,0.0059193600633767746,1.856894547384624
10,frozenset({'short_runtime'}),frozenset({'freq_user'}),0.1526104057843761,0.869134762702601,0.12928833179525315,0.8471790054599894,0.9747383740878807,-0.0033506770220982363,0.8563302293071823
11,frozenset({'low_cpu_util'}),frozenset({'low_min_gpu_util'}),0.13358002347438871,0.6352599654155953,0.11897572819883345,0.8906700650613725,1.4020560298942883,0.03411768710627887,3.336140598539201
12,frozenset({'low_cpu_util'}),frozenset({'freq_user'}),0.13358002347438871,0.869134762702601,0.11837542894517565,0.8861761352203368,1.019607284450049,0.002276386940954944,1.149717043527945
13,"frozenset({'low_cpu_util', 'low_min_gpu_util'})",frozenset({'freq_user'}),0.11897572819883345,0.869134762702601,0.10582290276048059,0.8894495067399653,1.0233735260734422,0.0024169614650183247,1.1837598678965662
14,"frozenset({'low_cpu_util', 'freq_user'})",frozenset({'low_min_gpu_util'}),0.11837542894517565,0.6352599654155953,0.10582290276048059,0.8939600363306085,1.4072349667836668,0.030623731862712056,3.4396469214340852
15,"frozenset({'low_cpu_util', '24GB_GPU'})",frozenset({'freq_user'}),0.08715090806461728,0.869134762702601,0.07746548279291468,0.8888660429731675,1.022702210425011,0.0017195989928573407,1.1775450168286774
16,"frozenset({'low_cpu_util', '24GB_GPU'})",frozenset({'low_min_gpu_util'}),0.08715090806461728,0.6352599654155953,0.0750374067072242,0.8610054487508996,1.355359216108666,0.0196739238641577,2.6241318908302556
17,"frozenset({'low_cpu_util', 'low_min_gpu_util'})",frozenset({'low_gpu_util'}),0.11897572819883345,0.31394754997267293,0.09970343424931234,0.8380149107613525,2.669283167950494,0.062351295875073924,4.235281489499244
18,"frozenset({'low_cpu_util', 'low_gpu_util'})",frozenset({'low_min_gpu_util'}),0.09970343424931234,0.6352599654155953,0.09970343424931234,1.0,1.574158697921074,0.03636583405627811,inf
19,"frozenset({'low_cpu_util', 'low_gpu_util'})",frozenset({'freq_user'}),0.09970343424931234,0.869134762702601,0.09046599349526481,0.9073508267433502,1.0439702399221902,0.003810272828354347,1.4124814361255649
20,"frozenset({'low_cpu_util', 'low_min_gpu_util', 'low_gpu_util'})",frozenset({'freq_user'}),0.09970343424931234,0.869134762702601,0.09046599349526481,0.9073508267433502,1.0439702399221902,0.003810272828354347,1.4124814361255649
21,"frozenset({'low_cpu_util', 'low_min_gpu_util', 'freq_user'})",frozenset({'low_gpu_util'}),0.10582290276048059,0.31394754997267293,0.09046599349526481,0.8548810430954197,2.723005938953279,0.05724315244261552,4.727517787206983
22,"frozenset({'low_cpu_util', 'freq_user', 'low_gpu_util'})",frozenset({'low_min_gpu_util'}),0.09046599349526481,0.6352599654155953,0.09046599349526481,1.0,1.574158697921074,0.03299656959617542,inf
23,"frozenset({'low_cpu_util', 'low_gpu_util'})","frozenset({'low_min_gpu_util', 'freq_user'})",0.09970343424931234,0.5509851179543235,0.09046599349526481,0.9073508267433502,1.6467791909010678,0.03553088501495631,4.846399231235979
24,frozenset({'top_vc'}),frozenset({'freq_user'}),0.4651871231330245,0.869134762702601,0.43916818234761806,0.9440677966101695,1.0862156677228763,0.03485788247109117,2.339711818347436
25,"frozenset({'low_min_gpu_util', 'top_vc'})",frozenset({'freq_user'}),0.3035722285437815,0.869134762702601,0.28725663241078386,0.9462546484859217,1.0887317929195628,0.023411455592284525,2.4349126689239244
26,frozenset({'low_gpu_util'}),frozenset({'low_min_gpu_util'}),0.31394754997267293,0.6352599654155953,0.31394754997267293,1.0,1.574158697921074,0.11450924023472187,inf
27,frozenset({'low_gpu_util'}),frozenset({'freq_user'}),0.31394754997267293,0.869134762702601,0.2897115875675337,0.9228025114155252,1.0617484779299848,0.016848858220971596,1.6952007079115943
28,"frozenset({'low_gpu_util', 'low_min_gpu_util'})",frozenset({'freq_user'}),0.31394754997267293,0.869134762702601,0.2897115875675337,0.9228025114155252,1.0617484779299848,0.016848858220971596,1.6952007079115943
29,"frozenset({'low_gpu_util', 'freq_user'})",frozenset({'low_min_gpu_util'}),0.2897115875675337,0.6352599654155953,0.2897115875675337,1.0,1.574158697921074,0.10566941446888503,inf
30,frozenset({'low_gpu_util'}),"frozenset({'low_min_gpu_util', 'freq_user'})",0.31394754997267293,0.5509851179543235,0.2897115875675337,0.9228025114155252,1.6748229332248956,0.11673115971436962,5.8164441652053664
31,"frozenset({'low_gpu_util', 'top_vc'})",frozenset({'low_min_gpu_util'}),0.16922167169902608,0.6352599654155953,0.16922167169902608,1.0,1.574158697921074,0.06172191838793356,inf
32,"frozenset({'low_gpu_util', 'top_vc'})",frozenset({'freq_user'}),0.16922167169902608,0.869134762702601,0.1629319690711489,0.9628315772753746,1.1078047025543203,0.015855531594878403,3.520871419994266
33,"frozenset({'low_gpu_util', 'low_min_gpu_util', 'top_vc'})",frozenset({'freq_user'}),0.16922167169902608,0.869134762702601,0.1629319690711489,0.9628315772753746,1.1078047025543203,0.015855531594878403,3.520871419994266
34,"frozenset({'low_gpu_util', 'top_vc', 'freq_user'})",frozenset({'low_min_gpu_util'}),0.1629319690711489,0.6352599654155953,0.1629319690711489,1.0,1.574158697921074,0.05942781203391602,inf
35,"frozenset({'low_gpu_util', 'top_vc'})","frozenset({'low_min_gpu_util', 'freq_user'})",0.16922167169902608,0.5509851179543235,0.1629319690711489,0.9628315772753746,1.7474729278535488,0.06969334632963321,12.08054711851381
36,"frozenset({'low_gpu_util', 'short_queue'})",frozenset({'low_min_gpu_util'}),0.12785478133875694,0.6352599654155953,0.12785478133875694,1.0,1.574158697921074,0.04663375736727972,inf
37,"frozenset({'low_gpu_util', 'short_queue'})",frozenset({'freq_user'}),0.12785478133875694,0.869134762702601,0.11552624741288942,0.9035739313244568,1.0396246590284413,0.004403212373635959,1.3571562036583447
38,"frozenset({'low_gpu_util', 'short_queue', 'low_min_gpu_util'})",frozenset({'freq_user'}),0.12785478133875694,0.869134762702601,0.11552624741288942,0.9035739313244568,1.0396246590284413,0.004403212373635959,1.3571562036583447
39,"frozenset({'low_gpu_util', 'short_queue', 'freq_user'})",frozenset({'low_min_gpu_util'}),0.11552624741288942,0.6352599654155953,0.11552624741288942,1.0,1.574158697921074,0.04213704747678379,inf
40,"frozenset({'low_gpu_util', 'short_queue'})","frozenset({'low_min_gpu_util', 'freq_user'})",0.12785478133875694,0.5509851179543235,0.11552624741288942,0.9035739313244568,1.639924386123552,0.04508016563593019,4.656571487494041
41,"frozenset({'low_gpu_util', '24GB_GPU'})",frozenset({'low_min_gpu_util'}),0.11139583016010966,0.6352599654155953,0.11139583016010966,1.0,1.574158697921074,0.040630518945156874,inf
42,"frozenset({'low_gpu_util', '24GB_GPU'})",frozenset({'freq_user'}),0.11139583016010966,0.869134762702601,0.10209567157359041,0.9165125070377221,1.0545113903714984,0.005277683161324251,1.5674831361450483
43,"frozenset({'low_gpu_util', 'low_min_gpu_util', '24GB_GPU'})",frozenset({'freq_user'}),0.11139583016010966,0.869134762702601,0.10209567157359041,0.9165125070377221,1.0545113903714984,0.005277683161324251,1.5674831361450483
44,"frozenset({'low_gpu_util', '24GB_GPU', 'freq_user'})",frozenset({'low_min_gpu_util'}),0.10209567157359041,0.6352599654155953,0.10209567157359041,1.0,1.574158697921074,0.03723837878066939,inf
45,"frozenset({'low_gpu_util', '24GB_GPU'})","frozenset({'low_min_gpu_util', 'freq_user'})",0.11139583016010966,0.5509851179543235,0.10209567157359041,0.9165125070377221,1.6634070089597244,0.0407182269532026,5.378229314522055
46,frozenset({'high_cpu_util'}),frozenset({'freq_user'}),0.13358002347438871,0.869134762702601,0.11786472659504887,0.8823529411764707,1.0152084337678167,0.0017656845908281676,1.112354517027892
47,"frozenset({'high_cpu_util', 'low_min_gpu_util'})",frozenset({'freq_user'}),0.08440028312621516,0.869134762702601,0.07406976014908925,0.8776008492569003,1.0097408214670573,0.0007145401021538961,1.0691678537220286
48,frozenset({'high_mem_util'}),frozenset({'freq_user'}),0.1334545878094453,0.869134762702601,0.1206063918430979,0.9037260825780463,1.039799719629074,0.004616370335762232,1.3593010526811418
49,frozenset({'long_runtime'}),frozenset({'low_min_gpu_util'}),0.15001209558197667,0.6352599654155953,0.12936000931807798,0.8623305261900497,1.3574450982849233,0.034063330666750505,2.649389327135225
50,"frozenset({'long_runtime', 'freq_user'})",frozenset({'low_min_gpu_util'}),0.10128033975145818,0.6352599654155953,0.0872225855874421,0.86119957537155,1.355664802217061,0.02288324045965104,2.627802008248639
51,frozenset({'high_gpu_util'}),frozenset({'freq_user'}),0.13288116762684682,0.869134762702601,0.11462131868722616,0.8625851257501179,0.9924641871047514,-0.0008703234057778897,0.952336768575919
52,frozenset({'low_mem_util'}),frozenset({'freq_user'}),0.1334545878094453,0.869134762702601,0.1161175869761941,0.8700906344410877,1.0010997969239135,0.00012756546885843434,1.0073579894288158
53,"frozenset({'low_min_gpu_util', 'low_mem_util'})",frozenset({'freq_user'}),0.10212255064464971,0.869134762702601,0.08838734533334527,0.8655027197753992,0.995821081973631,-0.0003709134877767084,0.9729954172966425
54,frozenset({'long_queue'}),frozenset({'freq_user'}),0.15002105527232978,0.869134762702601,0.13960093539167287,0.9305422838031534,1.07065362442713,0.009212421117162722,1.884099340763241
55,"frozenset({'long_queue', 'low_min_gpu_util'})",frozenset({'freq_user'}),0.11060737740903674,0.869134762702601,0.1032245925580812,0.9332523288780883,1.0737717197918901,0.007091875840521011,1.9605963039276577
56,"frozenset({'long_queue', 'top_vc'})",frozenset({'freq_user'}),0.08869197480535072,0.869134762702601,0.0859055111055362,0.9685826851197091,1.1144217521663404,0.008820232629462618,4.165385800665451
